SubjectID,Phase,Skin Conductance (microS)_mean,Skin Conductance (microS)_std,Skin Conductance (microS)_min,Skin Conductance (microS)_max,Phasic Skin Conductance (a.u.)_mean,Phasic Skin Conductance (a.u.)_std,Phasic Skin Conductance (a.u.)_min,Phasic Skin Conductance (a.u.)_max,Tonic Skin Conductance (a.u.)_mean,Tonic Skin Conductance (a.u.)_std,Tonic Skin Conductance (a.u.)_min,Tonic Skin Conductance (a.u.)_max,Skin Conductance Phasic Driver (a.u.)_mean,Skin Conductance Phasic Driver (a.u.)_std,Skin Conductance Phasic Driver (a.u.)_min,Skin Conductance Phasic Driver (a.u.)_max,Heart Rate (bpm)_mean,Heart Rate (bpm)_std,Heart Rate (bpm)_min,Heart Rate (bpm)_max,Emotional Index (a.u.)_mean,Emotional Index (a.u.)_std,Emotional Index (a.u.)_min,Emotional Index (a.u.)_max,Sympathovagal Balance (a.u.)_mean,Sympathovagal Balance (a.u.)_std,Sympathovagal Balance (a.u.)_min,Sympathovagal Balance (a.u.)_max,Arousal,Restoration,Valence
34,Tram,1.2442030507425743,0.1510224491279169,0.90436,1.6201,0.0669048412128713,0.0691748057104987,0.0049266,0.42705,1.1773107425742573,0.1292910835968685,0.84603,1.3583,0.0202616380254783,0.0508279762523153,7.9131e-08,0.59878,96.78121454826731,3.941208741642988,84.47106,113.3638,-0.0620047279647277,0.6608968721838951,-0.99998,0.99982,3.7739772524752473,1.5226540967370414,2.0724,11.4921,-3.0,2.0,-3.0
34,Trivulziana,1.1647888157894737,0.0940121131022726,0.93567,1.3569,0.0446132538651315,0.058683447182208,0.0012013,0.31627,1.120172886513158,0.08109987748474,0.90128,1.2109,0.0139770280933634,0.0334661129947851,2.286e-07,0.33418,99.81569503289474,5.310495636181735,84.08175,114.1364,0.4637383050986842,0.7848615562052017,-0.99998,0.99995,6.138245460526316,2.8394826047885453,2.15001,14.2876,-1.0,3.0,-1.0
34,U3,1.0122649735449736,0.0430604036043521,0.95387,1.1285,0.0184784937896825,0.0259279006321271,0.00057499,0.11805,0.9937824470899472,0.0283636282314143,0.95233,1.0599,0.0054048782718055,0.0128540542812944,3.0796e-07,0.12232,103.9273331415344,6.245629255689769,89.37403,124.2377,0.7093246825396825,0.5472187244208191,-0.99985,0.99982,4.305489517195768,1.62309762105413,1.68712,9.40013,-3.0,2.0,-3.0
34,U4,1.2971768229166667,0.1209977208169569,1.0627,1.6206,0.0639383103422619,0.074321443093788,0.0010547,0.31497,1.2332306175595238,0.083124343281108,1.0413,1.3975,0.0189285672539397,0.0471555029535958,1.7906e-07,0.58294,99.1857404501488,5.3296792738162,85.39069,118.6283,0.4593229872395833,0.7943434083183978,-0.99998,0.99998,6.694805680803571,3.877903079712779,1.74005,25.5658,-4.0,2.0,-4.0
35,Baseline,3.742122678571428,0.1180872454461308,3.5854,4.0491,0.1389944901785714,0.116080688686076,0.0,0.5201,3.6031374107142855,0.0437392060218728,3.5187,3.6839,0.0433584512029651,0.0887551747519974,0.0,0.63231,75.49459085714285,7.145602539212501,62.54398,96.44764,-0.1083635923571428,0.5629221772112356,-0.99771,0.99807,3.2815172142857145,1.6799730751324242,1.32188,9.28828,2.0,3.0,-1.0
35,Cafe,4.078611805555555,0.1373358434064441,3.8889,4.4063,0.1453225972222222,0.1149961101474119,0.014893,0.45026,3.933283263888889,0.0800105643939275,3.7076,4.1081,0.0428811769054743,0.0824224840687098,5.5165e-08,0.7351,72.93585064583334,5.557700641076192,64.56007,91.95897,-0.6337160416666667,0.7209772608234515,-0.99999,0.99939,2.4201329583333333,0.9337010582038742,1.00543,7.86727,1.0,3.0,0.0
35,Crosswalk,4.027883943089431,0.130274311677761,3.8267,4.3062,0.1864690972560976,0.2082477835392051,0.0088414,0.89198,3.8414134146341454,0.1981941839979849,3.2807,4.1519,0.0544188890461951,0.1220915144497337,2.8334e-08,1.5721,74.29461926829269,5.447185509306087,64.7771,96.29218,-0.2884076811890244,0.8210281310539859,-0.99993,0.99991,5.272303831300813,2.646651029098537,2.35918,16.6537,0.0,3.0,1.0
35,Square,3.9707542452830182,0.1515061775597574,3.7881,4.322,0.122245576808176,0.1310563054948818,0.0023507,0.50631,3.848503616352201,0.0876707639455618,3.5107,4.0273,0.0329647368671187,0.0670862929872146,4.9759e-08,0.89177,74.93226191037736,5.17601540426015,67.37383,97.87995,-0.2972963207547169,0.8964017208499255,-0.99994,0.99998,4.563416635220126,1.0003529125823736,2.24511,8.83539,2.0,2.0,2.0
35,Tram,4.077041217672414,0.1294675790923611,3.9166,4.5256,0.1286056149245689,0.1413546501799058,0.0069255,0.66292,3.9484371228448274,0.0883829700035599,3.6945,4.144,0.0375287081780495,0.0896393762152352,4.2325e-08,0.96405,73.8700007650862,4.587281532418942,63.77781,89.21702,-0.3505893425107758,0.8249714140420293,-0.99976,0.99998,4.333658151939655,1.5170675719127686,1.46141,10.777,1.0,3.0,0.0
35,Trivulziana,3.983545806451613,0.0813932085450017,3.8503,4.1621,0.076725541532258,0.0776950322973843,0.0011947,0.32693,3.906819596774193,0.0694778327554156,3.7616,4.069,0.0227330310089274,0.056098285944033,5.2989e-08,0.76155,78.30646887096773,7.238481523178613,65.56879,98.94516,0.0759067419354838,0.924597422215956,-0.99994,0.99991,4.715747387096774,3.611484049272753,1.81671,32.7167,0.0,3.0,-2.0
35,U3,3.95308328125,0.1693007712654341,3.7426,4.4094,0.135799963359375,0.1183304564898357,0.0094337,0.47287,3.81728546875,0.1458873386633216,3.5027,4.1366,0.0406043052078601,0.0865672337894396,3.751e-08,0.55994,76.6516090546875,4.970828626899537,66.24306,91.29999,0.04193640409375,0.8336460019681909,-0.99917,0.9994,2.1127030859375,0.4732835436109516,1.50395,3.99823,1.0,3.0,0.0
35,U4,3.9914246376811593,0.1564011968297216,3.4981,4.3122,0.2911498674818841,0.2344474071819264,0.006641,0.89808,3.7002864130434783,0.2782121489353528,2.9692,3.973,0.0849585206523858,0.1542133441818772,1.7962e-08,1.2418,75.23423729166667,4.814138524063966,63.70637,91.74152,-0.0985194940036231,0.6464331785392227,-0.99953,0.99988,3.8299436141304346,1.0078532660115878,1.35566,7.18701,1.0,2.0,-3.0
36,Baseline,0.9615798214285712,0.0219597436823708,0.92125,1.0055,0.0049567604107142,0.0046353677271767,-0.00029599,0.023453,0.9566298392857144,0.0224227270758574,0.92051,0.9945,0.0016009332317589,0.0046299287003298,0.0,0.056494,74.21974497321428,8.422615673648544,57.97176,97.03929,-0.1800929863214286,0.525490505120759,-0.98223,0.99296,2.658345892857143,0.8252143550600871,1.358,4.6081,3.0,3.0,2.0
36,Cafe,1.0161971853741496,0.0464617986442902,0.9647,1.1781,0.0141548416921768,0.0176702912184685,0.00044034,0.068598,1.0020446343537417,0.034420693857815,0.95565,1.1248,0.004489616545119,0.0092006753729936,4.4859e-07,0.079338,74.94574369047619,7.501659323835198,62.74846,108.6408,-0.0725277991496598,0.6407089079815772,-0.99996,0.99998,2.639391079931973,1.3131916646998718,0.876,4.7732,3.0,3.0,2.0
36,Crosswalk,1.2254475,0.0700064821871842,1.1281,1.4655,0.0110355581854838,0.0263734002649139,0.00063538,0.19976,1.2143983870967745,0.0539495166285167,1.1222,1.3392,0.0016649246886774,0.0047939007609523,7.6903e-07,0.054787,76.1570493951613,8.445921040019345,61.37836,107.1771,0.0747425887096774,0.9588560828295196,-0.99997,0.99995,2.528628048387097,1.1579948753919251,0.63321,4.2081,3.0,4.0,2.0
36,Square,1.09499890625,0.0250185969684146,1.032,1.1488,0.014416909078125,0.015477704775009,0.00048781,0.056954,1.0805878125,0.0344617074532043,1.0029,1.1405,0.0045568825817421,0.0110088415752337,5.7324e-07,0.12256,75.468212640625,7.246300042616335,61.44279,100.1723,0.02837361203125,0.8735318139848496,-0.99988,0.99991,2.715193515625,0.8713077591629868,1.3708,3.8488,3.0,3.0,2.0
