SubjectID,Phase,Skin Conductance (microS)_mean,Skin Conductance (microS)_std,Skin Conductance (microS)_min,Skin Conductance (microS)_max,Phasic Skin Conductance (a.u.)_mean,Phasic Skin Conductance (a.u.)_std,Phasic Skin Conductance (a.u.)_min,Phasic Skin Conductance (a.u.)_max,Tonic Skin Conductance (a.u.)_mean,Tonic Skin Conductance (a.u.)_std,Tonic Skin Conductance (a.u.)_min,Tonic Skin Conductance (a.u.)_max,Skin Conductance Phasic Driver (a.u.)_mean,Skin Conductance Phasic Driver (a.u.)_std,Skin Conductance Phasic Driver (a.u.)_min,Skin Conductance Phasic Driver (a.u.)_max,Heart Rate (bpm)_mean,Heart Rate (bpm)_std,Heart Rate (bpm)_min,Heart Rate (bpm)_max,Emotional Index (a.u.)_mean,Emotional Index (a.u.)_std,Emotional Index (a.u.)_min,Emotional Index (a.u.)_max,Sympathovagal Balance (a.u.)_mean,Sympathovagal Balance (a.u.)_std,Sympathovagal Balance (a.u.)_min,Sympathovagal Balance (a.u.)_max
56,Crosswalk,5.879426305970149,0.16254600198732988,5.4783,6.5556,0.3672597388059702,0.23437075287142978,0.071418,1.2022,5.512175093283582,0.14747944117589082,5.0347,5.6949,0.10564157503772388,0.1879190182817095,2.7339e-07,1.7664,118.81340797574627,4.6935547379375775,97.67958,130.4232,0.526704094216418,0.20281835329755965,-0.17677,0.84862,1.726400619402985,2.4039104928161503,0.176646,16.0546
56,Square,5.254560305343511,0.11310512842117021,5.0444,5.7279,0.17549170419847326,0.1247132561611225,0.039542,0.65457,5.079084064885497,0.05661954637232128,4.9065,5.1462,0.05186696961056298,0.09310582836803688,5.3344e-07,0.55936,114.82537963740458,6.711726974512204,88.46701,128.3125,0.6142448950381679,0.3762440025943816,-0.99632,0.99799,2.9334321946564885,1.0764223318402428,1.62823,6.55369
56,Tram,7.896493074912891,0.43933593389884273,7.2578,9.1656,0.5242868501742161,0.36625410514668766,0.078956,1.6764,7.372201480836237,0.1420495309224189,7.1477,7.7213,0.1585742031551786,0.3066604941084961,3.3116e-07,2.6574,112.12841849738676,7.565264154677297,86.72589,128.4794,0.5705674051393728,0.5026905435550308,-0.99779,0.99917,4.295377961672473,3.1384451496895647,1.98944,34.733
56,Trivulziana,6.291969857142857,0.23135845920595902,5.9154,7.0128,0.20914042785714287,0.1665081930512898,0.02101,0.91135,6.082845,0.15258291612687372,5.8683,6.3723,0.062226150187357145,0.1343044671002227,3.2973e-07,0.96794,114.93857600000001,4.236341589764707,102.3918,127.3883,0.3637951430714286,0.2837756892880595,-0.005341,0.95924,1.810669172857143,0.6832024994332601,0.327819,4.16554
56,U3,5.923107657657658,0.13007598355230604,5.7257,6.3906,0.2527467837837838,0.16111711274076884,0.036753,0.75454,5.670377364864865,0.06417353336446345,5.5073,5.7841,0.07060754295570947,0.14758029985582777,3.1653e-07,0.87039,118.4272146509009,5.550833432211133,90.1571,130.5881,0.29417761036036033,0.1392802588774469,-0.13532,0.54253,2.4894033896396395,0.5930959759425559,1.40888,3.86448
56,U4,7.083092109929078,0.3144222351423132,6.6333,7.9524,0.28718771276595745,0.28238618959992334,0.038649,1.181,6.795901241134752,0.1430435900647684,6.5313,7.0669,0.08013532328660461,0.17863910394088622,2.9595e-07,1.7291,116.54331065602835,4.5636464703023165,99.85482,128.3363,0.6714164513297872,0.23466199151216474,-0.081525,0.93184,5.072845070921986,1.0642374364624771,3.37898,13.2267
58,Baseline,2.319531707317073,0.17057934562647223,2.0979,2.5773,0.05088862672764228,0.05396516033525625,0.0,0.20735,2.2686452235772356,0.16678007081760002,2.0805,2.519,0.015606229563023571,0.04086461758545368,-3.5527e-15,0.3142,73.02114219512195,9.706190351655858,53.12039,99.50762,0.16741338018292684,0.5458889758319239,-0.74661,0.9708,8.417466951219513,5.385451333793126,2.29516,19.6291
58,Cafe,3.4669183962264154,0.13174364356080584,3.2862,3.8931,0.2470585966981132,0.08847499660691027,0.10939,0.5046,3.219858844339623,0.09035888117350428,3.0636,3.5135,0.0719991844340079,0.13208254287195406,-7.1054e-15,1.0009,84.24555722877358,4.862141399928082,75.16667,101.7913,0.8969311320754718,0.029293535221968692,0.82289,0.9786,4.099820070754717,1.3178753499064857,1.63858,7.06415
58,Crosswalk,4.224116666666666,0.13259808715844448,4.0184,4.7779,0.20653390656565654,0.1544085574119333,0.03445,0.73066,4.017576641414141,0.05214285587008475,3.9147,4.0961,0.05375318115839071,0.11335842788396631,-7.1054e-15,1.1191,87.36427901515151,5.705447366251209,78.447,101.2644,0.8813022727272727,0.04366675409606059,0.77129,0.95041,6.869121477272728,1.2840252675094623,4.07576,10.5164
58,Square,3.7579890804597698,0.12085406120940943,3.4418,3.9861,0.3615508333333333,0.1999393797414379,0.14255,0.91441,3.39644525862069,0.26844063905621907,2.7303,3.6076,0.10408171250004633,0.20404836584024846,-2.1316e-14,1.9215,85.26749170977011,3.6399519454116303,76.88935,95.85192,0.7779944109195402,0.24487505813678553,0.15478,0.96849,5.558175589080459,2.0077169035806275,2.43696,9.75447
